date,provider,blocks,bounces,clicks,deferred,delivered,drops,opens,spam_reports,unique_clicks,unique_opens
2016-07-04,Dream Host,0,0,1,0,6,0,5,0,1,2
2016-07-04,Earthlink,0,0,9,7,63,0,25,0,7,16
2016-07-04,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-04,GMX,0,0,2,0,52,0,8,0,1,6
2016-07-04,Gmail,7,17,550,3804,105047,0,2152,0,318,1493
2016-07-04,GoDaddy,0,0,9,5,163,4,68,0,6,35
2016-07-04,Hotmail,0,6,394,1324,8252,1,1841,12,269,1198
2016-07-04,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-04,Mail.Ru,0,0,0,0,45,0,0,0,0,0
2016-07-04,MessageLabs,0,0,3,1,38,0,7,0,3,7
2016-07-04,Microsoft Forefront,0,0,0,0,0,0,0,0,0,0
2016-07-04,Microsoft Hosted Exchange,0,0,0,0,3,0,0,0,0,0
2016-07-04,Microsoft Outlook Live,0,0,10,2,577,3,103,0,6,63
2016-07-04,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-04,Orange,0,0,0,0,2,0,0,0,0,0
2016-07-04,Other,47,8,232,946,2073,27,632,0,153,385
2016-07-04,Postini,0,0,0,0,3,0,0,0,0,0
2016-07-04,Prodigy,0,1,151,6,1739,1,560,1,103,390
2016-07-04,Rackspace,5,0,4,1,48,2,18,0,3,12
2016-07-04,RoadRunner,3,0,55,1,335,0,107,0,28,58
2016-07-04,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-04,US Government,0,0,8,0,34,0,31,0,6,10
2016-07-04,US Military,0,0,0,0,9,0,0,0,0,0
2016-07-04,University,0,0,14,4,256,0,48,0,5,33
2016-07-04,Verizon,0,0,46,0,367,0,106,0,29,75
2016-07-04,WEB.DE,0,0,0,0,2,0,0,0,0,0
2016-07-04,Yahoo,0,16,1441,6484,31512,4,7586,13,968,4503
2016-07-04,Yandex,0,0,1,0,10,0,4,0,1,2
2016-07-04,ZohoMail,0,0,0,1,3,0,0,0,0,0
2016-07-04,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-04,iCloud,2,1,117,303,3972,0,1321,0,98,757
2016-07-05,AOL,0,7,326,328,4195,4,1246,10,204,766
2016-07-05,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-05,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-05,Charter,0,0,25,1,140,0,79,0,18,60
2016-07-05,Comcast,0,2,106,2621,1149,3,408,0,68,275
2016-07-05,Cox,0,2,10,21,232,0,74,0,7,43
2016-07-05,Dream Host,0,0,0,1,6,0,4,0,0,0
2016-07-05,Earthlink,0,0,13,8,68,0,30,0,7,21
2016-07-05,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-05,GMX,0,0,3,5,50,0,18,0,3,10
2016-07-05,Gmail,7,42,602,6117,101630,6,2385,0,357,1745
2016-07-05,GoDaddy,0,0,24,12,159,5,125,0,17,64
2016-07-05,Hotmail,0,6,418,1090,8237,3,1959,0,271,1252
2016-07-05,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-05,Mail.Ru,0,0,1,45,46,0,3,0,1,3
2016-07-05,MessageLabs,0,0,6,0,46,0,39,0,6,29
2016-07-05,Microsoft Forefront,0,0,0,0,1,0,0,0,0,0
2016-07-05,Microsoft Hosted Exchange,0,0,0,0,2,0,0,0,0,0
2016-07-05,Microsoft Outlook Live,0,2,21,3,605,9,132,0,15,73
2016-07-05,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-05,Orange,0,0,0,0,1,0,0,0,0,0
2016-07-05,Other,29,6,263,1145,2094,36,975,0,150,557
2016-07-05,Postini,0,0,0,0,4,0,0,0,0,0
2016-07-05,Prodigy,0,1,146,22,1722,9,569,0,91,397
2016-07-05,Rackspace,2,0,17,0,49,2,81,0,10,41
2016-07-05,RoadRunner,0,1,44,0,328,0,105,0,25,64
2016-07-05,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-05,US Government,0,0,17,0,34,0,30,0,10,13
2016-07-05,US Military,0,0,0,0,12,0,6,0,0,4
2016-07-05,University,0,0,15,11,248,0,60,0,10,38
2016-07-05,Verizon,0,0,39,9,366,0,102,0,27,75
2016-07-05,WEB.DE,0,0,0,0,2,0,1,0,0,1
2016-07-05,Yahoo,0,30,1356,6300,31692,4,9875,9,929,4793
2016-07-05,Yandex,0,0,0,0,12,0,1,0,0,1
2016-07-05,ZohoMail,0,0,0,0,3,0,0,0,0,0
2016-07-05,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-05,iCloud,4,2,143,143,4048,1,1330,0,98,870
2016-07-06,AOL,0,8,318,1506,4281,6,1223,12,231,840
2016-07-06,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-06,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-06,Charter,0,1,19,0,165,0,67,0,14,45
2016-07-06,Comcast,0,1,119,2942,1151,4,459,1,81,290
2016-07-06,Cox,0,1,21,69,226,0,63,0,12,50
2016-07-06,Dream Host,0,0,0,0,7,0,2,0,0,2
2016-07-06,Earthlink,0,0,11,7,77,0,40,0,4,19
2016-07-06,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-06,GMX,0,0,2,0,48,0,7,0,2,7
2016-07-06,Gmail,1,38,549,14097,104683,3,2400,0,340,1716
2016-07-06,GoDaddy,0,1,29,18,162,4,96,0,16,57
2016-07-06,Hotmail,0,14,391,2752,8470,2,1962,8,286,1302
2016-07-06,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-06,Mail.Ru,0,0,0,0,49,0,2,0,0,2
2016-07-06,MessageLabs,0,1,9,0,44,0,19,0,7,12
2016-07-06,Microsoft Forefront,0,0,1,0,3,0,0,0,1,0
2016-07-06,Microsoft Hosted Exchange,0,0,0,0,2,0,1,0,0,1
2016-07-06,Microsoft Outlook Live,0,1,37,3,651,11,78,0,25,50
2016-07-06,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-06,Orange,0,0,0,0,1,0,1,0,0,1
2016-07-06,Other,45,6,256,1214,2152,41,863,0,159,484
2016-07-06,Postini,0,0,0,0,5,0,0,0,0,0
2016-07-06,Prodigy,0,2,186,80,1802,3,690,2,122,475
2016-07-06,Rackspace,2,0,1,0,41,1,24,0,1,16
2016-07-06,RoadRunner,0,2,44,0,363,0,107,0,24,73
2016-07-06,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-06,US Government,0,0,5,0,36,0,39,0,5,12
2016-07-06,US Military,0,0,1,4,10,0,6,0,1,1
2016-07-06,University,0,0,18,9,273,0,72,0,10,46
2016-07-06,Verizon,0,0,21,1,372,0,89,0,14,59
2016-07-06,WEB.DE,0,0,0,0,2,0,0,0,0,0
2016-07-06,Yahoo,0,30,1425,6361,32125,2,7766,27,961,4990
2016-07-06,Yandex,0,0,0,0,10,0,2,0,0,2
2016-07-06,ZohoMail,0,0,0,0,2,0,2,0,0,1
2016-07-06,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-06,iCloud,2,1,187,1333,4228,0,1514,0,138,987
2016-07-07,AOL,2,12,329,96,4633,10,1327,23,244,806
2016-07-07,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-07,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-07,Charter,0,0,18,0,169,0,60,0,15,46
2016-07-07,Comcast,0,1,136,2808,1287,4,412,0,86,266
2016-07-07,Cox,0,0,36,25,246,0,90,0,21,57
2016-07-07,Dream Host,0,0,0,0,7,0,3,0,0,3
2016-07-07,Earthlink,0,0,6,7,71,0,19,0,4,16
2016-07-07,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-07,GMX,0,0,0,0,52,0,4,0,0,4
2016-07-07,Gmail,4,39,525,2264,118945,5,2395,0,321,1695
2016-07-07,GoDaddy,0,1,6,11,185,6,82,0,6,45
2016-07-07,Hotmail,0,8,446,1161,9298,1,1945,9,308,1271
2016-07-07,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-07,Mail.Ru,0,0,0,0,54,0,1,0,0,1
2016-07-07,MessageLabs,0,0,9,3,45,1,27,0,8,18
2016-07-07,Microsoft Forefront,0,0,0,0,0,0,0,0,0,0
2016-07-07,Microsoft Hosted Exchange,0,0,0,0,2,0,0,0,0,0
2016-07-07,Microsoft Outlook Live,0,0,14,3,693,5,138,0,12,62
2016-07-07,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-07,Orange,0,0,0,0,1,0,0,0,0,0
2016-07-07,Other,40,14,210,891,2432,48,781,0,148,444
2016-07-07,Postini,0,0,0,0,5,0,0,0,0,0
2016-07-07,Prodigy,0,0,194,11,1944,1,700,0,133,480
2016-07-07,Rackspace,9,0,9,2,62,1,35,0,5,17
2016-07-07,RoadRunner,0,1,40,0,378,0,145,1,24,86
2016-07-07,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-07,US Government,0,0,16,0,39,0,37,0,8,7
2016-07-07,US Military,0,0,0,0,12,0,3,0,0,1
2016-07-07,University,0,0,18,12,292,0,64,0,9,32
2016-07-07,Verizon,0,1,52,4,400,0,123,0,30,80
2016-07-07,WEB.DE,0,0,0,0,2,0,0,0,0,0
2016-07-07,Yahoo,0,23,1627,6736,34885,3,8342,35,1104,5065
2016-07-07,Yandex,0,0,0,0,12,0,2,0,0,2
2016-07-07,ZohoMail,0,0,0,0,3,0,0,0,0,0
2016-07-07,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-07,iCloud,4,9,160,11,4475,0,1606,0,125,913
2016-07-08,AOL,0,9,434,1412,4628,8,1308,11,258,862
2016-07-08,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-08,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-08,Charter,0,0,53,0,165,0,88,0,18,46
2016-07-08,Comcast,0,3,138,3400,1289,2,420,0,82,270
2016-07-08,Cox,0,1,27,86,250,0,77,0,19,46
2016-07-08,Dream Host,0,0,0,0,6,0,0,0,0,0
2016-07-08,Earthlink,0,0,6,11,72,1,42,0,6,20
2016-07-08,Facebook,0,2,0,0,0,0,0,0,0,0
2016-07-08,GMX,0,0,3,0,50,0,11,0,2,5
2016-07-08,Gmail,5,35,566,11440,118717,4,2350,0,350,1622
2016-07-08,GoDaddy,0,3,7,24,182,4,140,0,7,58
2016-07-08,Hotmail,1,10,460,2649,9506,2,1810,16,309,1217
2016-07-08,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-08,Mail.Ru,0,0,0,0,52,0,7,0,0,3
2016-07-08,MessageLabs,0,1,11,0,49,3,15,0,10,12
2016-07-08,Microsoft Forefront,0,0,0,0,0,0,0,0,0,0
2016-07-08,Microsoft Hosted Exchange,0,0,3,0,2,0,2,0,1,1
2016-07-08,Microsoft Outlook Live,0,3,20,1,710,4,133,0,12,72
2016-07-08,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-08,Orange,0,0,0,0,1,0,0,0,0,0
2016-07-08,Other,48,10,219,767,2451,31,743,1,146,417
2016-07-08,Postini,0,0,0,0,9,0,0,0,0,0
2016-07-08,Prodigy,0,1,160,152,1944,0,663,0,114,444
2016-07-08,Rackspace,4,0,6,0,51,1,31,0,4,18
2016-07-08,RoadRunner,1,1,52,0,377,0,114,0,24,61
2016-07-08,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-08,US Government,0,0,5,1,36,0,14,0,3,8
2016-07-08,US Military,0,0,0,0,9,0,0,0,0,0
2016-07-08,University,0,0,29,5,293,0,101,0,16,75
2016-07-08,Verizon,0,0,40,0,401,0,131,0,28,86
2016-07-08,WEB.DE,0,0,0,0,2,0,0,0,0,0
2016-07-08,Yahoo,0,19,1591,7858,34936,2,7530,20,1075,4777
2016-07-08,Yandex,0,0,1,0,15,0,4,0,1,4
2016-07-08,ZohoMail,0,0,0,0,3,0,0,0,0,0
2016-07-08,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-08,iCloud,0,0,133,1192,4489,0,1310,0,103,871
2016-07-09,AOL,1,4,309,703,4666,8,1231,1,208,816
2016-07-09,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-09,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-09,Charter,0,1,29,27,172,1,75,0,13,57
2016-07-09,Comcast,0,1,153,3309,1287,6,537,2,99,355
2016-07-09,Cox,0,0,16,50,253,0,79,0,14,54
2016-07-09,Dream Host,0,0,2,0,4,0,4,0,1,3
2016-07-09,Earthlink,0,0,2,8,67,0,13,0,1,8
2016-07-09,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-09,GMX,0,0,1,0,51,0,10,0,1,7
2016-07-09,Gmail,5,48,583,20550,119446,1,2318,0,324,1641
2016-07-09,GoDaddy,0,0,12,3,178,7,87,0,8,45
2016-07-09,Hotmail,0,7,419,1877,9462,2,1806,26,277,1166
2016-07-09,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-09,Mail.Ru,0,0,0,0,50,0,3,0,0,3
2016-07-09,MessageLabs,0,0,4,0,48,0,9,0,3,7
2016-07-09,Microsoft Forefront,0,0,0,0,2,0,0,0,0,0
2016-07-09,Microsoft Hosted Exchange,0,0,0,0,1,0,0,0,0,0
2016-07-09,Microsoft Outlook Live,0,0,124,0,649,6,124,0,10,58
2016-07-09,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-09,Orange,0,0,0,0,1,0,0,0,0,0
2016-07-09,Other,32,5,214,662,2310,38,631,0,118,363
2016-07-09,Postini,0,0,0,0,6,0,0,0,0,0
2016-07-09,Prodigy,0,1,196,36,1984,1,676,0,121,445
2016-07-09,Rackspace,1,0,1,0,55,1,15,0,1,8
2016-07-09,RoadRunner,0,1,37,2,387,0,127,0,24,76
2016-07-09,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-09,US Government,0,0,2,0,35,0,2,0,2,2
2016-07-09,US Military,0,0,0,0,9,0,4,0,0,1
2016-07-09,University,0,0,11,10,288,0,44,0,6,27
2016-07-09,Verizon,0,0,31,1,405,0,84,0,22,68
2016-07-09,WEB.DE,0,0,0,0,2,0,0,0,0,0
2016-07-09,Yahoo,0,30,1656,6500,34798,2,7475,48,1082,4607
2016-07-09,Yandex,0,0,0,0,10,0,0,0,0,0
2016-07-09,ZohoMail,0,0,0,0,3,0,0,0,0,0
2016-07-09,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-09,iCloud,6,4,137,725,4466,0,1293,0,101,818
2016-07-10,AOL,1,8,340,334,4728,10,1195,19,217,800
2016-07-10,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-10,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-10,Charter,0,0,21,0,175,1,71,0,12,53
2016-07-10,Comcast,0,1,124,3436,1285,3,371,7,86,260
2016-07-10,Cox,0,0,26,46,257,0,79,0,13,55
2016-07-10,Dream Host,0,0,0,0,4,0,0,0,0,0
2016-07-10,Earthlink,0,0,3,8,67,0,12,0,3,11
2016-07-10,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-10,GMX,0,0,2,0,53,0,16,0,2,8
2016-07-10,Gmail,10,32,516,9257,120547,5,2288,0,311,1644
2016-07-10,GoDaddy,0,0,1,8,171,11,51,0,1,34
2016-07-10,Hotmail,0,7,448,1561,9516,4,1896,0,329,1263
2016-07-10,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-10,Mail.Ru,0,1,2,0,49,0,7,0,2,6
2016-07-10,MessageLabs,0,0,2,0,42,2,33,0,2,21
2016-07-10,Microsoft Forefront,0,0,0,0,4,0,0,0,0,0
2016-07-10,Microsoft Hosted Exchange,0,0,0,0,2,0,0,0,0,0
2016-07-10,Microsoft Outlook Live,0,0,20,5,671,18,136,0,16,66
2016-07-10,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-10,Orange,0,0,0,0,1,0,0,0,0,0
2016-07-10,Other,37,8,261,833,2353,49,598,0,155,396
2016-07-10,Postini,0,0,0,0,5,0,0,0,0,0
2016-07-10,Prodigy,0,1,245,6,2004,3,744,0,145,501
2016-07-10,Rackspace,1,0,1,0,61,5,15,0,1,8
2016-07-10,RoadRunner,0,0,41,1,374,0,128,0,25,75
2016-07-10,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-10,US Government,0,0,1,0,35,0,19,0,1,8
2016-07-10,US Military,0,0,2,0,7,0,3,0,0,0
2016-07-10,University,1,0,15,8,287,0,47,0,7,33
2016-07-10,Verizon,1,0,33,0,435,0,99,0,18,65
2016-07-10,WEB.DE,0,0,0,0,2,0,0,0,0,0
2016-07-10,Yahoo,0,27,1768,6711,35305,6,8206,31,1184,4980
2016-07-10,Yandex,0,0,0,0,12,0,0,0,0,0
2016-07-10,ZohoMail,0,0,0,0,3,0,0,0,0,0
2016-07-10,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-10,iCloud,1,1,147,306,4399,0,1299,0,113,815
2016-07-11,AOL,8,2,328,4,4461,16,1331,19,223,846
2016-07-11,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-11,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-11,Charter,0,0,37,0,161,0,80,0,17,59
2016-07-11,Comcast,0,0,167,2475,1204,1,534,2,106,364
2016-07-11,Cox,0,0,20,16,238,0,89,0,14,74
2016-07-11,Dream Host,0,0,0,0,4,0,0,0,0,0
2016-07-11,Earthlink,2,0,14,4,65,0,42,0,8,26
2016-07-11,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-11,GMX,0,0,2,0,50,0,9,0,2,3
2016-07-11,Gmail,2,28,513,65,109716,2,2250,0,325,1524
2016-07-11,GoDaddy,0,0,17,0,181,14,109,0,14,68
2016-07-11,Hotmail,0,13,418,711,8984,2,2125,2,276,1377
2016-07-11,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-11,Mail.Ru,0,0,0,0,42,0,6,0,0,6
2016-07-11,MessageLabs,0,1,38,8,40,1,28,0,6,12
2016-07-11,Microsoft Forefront,0,0,0,0,1,0,0,0,0,0
2016-07-11,Microsoft Hosted Exchange,0,0,0,2,2,0,0,0,0,0
2016-07-11,Microsoft Outlook Live,0,0,28,5,679,9,218,0,18,120
2016-07-11,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-11,Orange,0,0,0,0,1,0,0,0,0,0
2016-07-11,Other,29,10,313,928,2193,45,1045,0,190,600
2016-07-11,Postini,0,0,0,0,4,0,0,0,0,0
2016-07-11,Prodigy,0,3,200,2,1878,1,792,0,137,541
2016-07-11,Rackspace,9,0,9,0,54,3,56,0,6,35
2016-07-11,RoadRunner,0,0,55,0,356,0,152,0,39,108
2016-07-11,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-11,US Government,0,0,20,0,37,0,33,0,11,17
2016-07-11,US Military,0,0,0,0,8,0,2,0,0,1
2016-07-11,University,0,0,17,13,266,0,93,0,9,67
2016-07-11,Verizon,2,2,31,1,399,2,127,0,16,93
2016-07-11,WEB.DE,0,0,0,0,2,0,0,0,0,0
2016-07-11,Yahoo,0,25,1663,6378,33228,4,8906,19,1188,5418
2016-07-11,Yandex,0,0,0,0,11,0,0,0,0,0
2016-07-11,ZohoMail,0,0,0,0,2,0,0,0,0,0
2016-07-11,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-11,iCloud,3,4,128,1,4184,0,1318,0,101,860
2016-07-12,AOL,0,6,339,102,4607,7,1209,1,201,780
2016-07-12,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-12,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-12,Charter,0,0,34,0,155,0,63,0,19,42
2016-07-12,Comcast,0,3,134,2989,1215,4,414,0,88,271
2016-07-12,Cox,0,0,12,39,234,0,55,0,11,36
2016-07-12,Dream Host,0,0,0,0,4,0,1,0,0,1
2016-07-12,Earthlink,0,0,3,72,66,0,21,0,2,14
2016-07-12,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-12,GMX,0,0,1,0,52,0,14,0,1,14
2016-07-12,Gmail,4,33,551,12357,112025,5,2183,0,360,1502
2016-07-12,GoDaddy,0,1,8,8,165,12,106,0,8,74
2016-07-12,Hotmail,1,15,475,1166,9108,2,2024,11,322,1283
2016-07-12,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-12,Mail.Ru,0,0,1,0,45,0,5,0,1,5
2016-07-12,MessageLabs,0,0,33,0,44,1,15,0,12,13
2016-07-12,Microsoft Forefront,0,0,0,0,1,0,0,0,0,0
2016-07-12,Microsoft Hosted Exchange,0,0,0,0,0,0,0,0,0,0
2016-07-12,Microsoft Outlook Live,0,1,28,9,664,3,167,0,21,89
2016-07-12,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-12,Orange,0,0,0,0,1,0,0,0,0,0
2016-07-12,Other,32,5,245,1035,2260,40,718,0,144,422
2016-07-12,Postini,0,0,0,1,8,0,0,0,0,0
2016-07-12,Prodigy,0,0,173,4,1944,0,684,0,111,520
2016-07-12,Rackspace,5,0,11,0,48,5,82,0,9,47
2016-07-12,RoadRunner,0,0,26,0,349,1,93,0,21,65
2016-07-12,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-12,US Government,0,0,6,0,33,0,19,0,3,11
2016-07-12,US Military,0,0,0,1,13,0,3,0,0,1
2016-07-12,University,0,0,27,13,262,0,68,0,13,36
2016-07-12,Verizon,0,1,43,0,392,0,91,0,27,57
2016-07-12,WEB.DE,0,0,0,0,2,0,0,0,0,0
2016-07-12,Yahoo,0,29,1552,5670,33458,1,7904,14,1026,4953
2016-07-12,Yandex,0,0,0,0,14,0,2,0,0,2
2016-07-12,ZohoMail,0,0,1,0,1,0,0,0,1,0
2016-07-12,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-12,iCloud,4,4,112,131,4167,0,1191,0,85,754
2016-07-13,AOL,0,7,349,869,4823,12,1316,5,203,816
2016-07-13,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-13,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-13,Charter,0,0,22,0,186,0,53,0,11,37
2016-07-13,Comcast,0,0,160,3123,1301,3,539,27,100,306
2016-07-13,Cox,0,0,26,70,253,0,61,0,10,37
2016-07-13,Dream Host,0,0,0,0,4,0,0,0,0,0
2016-07-13,Earthlink,0,0,7,3,76,0,27,0,6,23
2016-07-13,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-13,GMX,0,0,4,0,58,0,18,0,4,6
2016-07-13,Gmail,4,31,538,12348,120695,4,2357,0,331,1706
2016-07-13,GoDaddy,0,0,22,15,172,6,115,0,13,65
2016-07-13,Hotmail,0,7,464,2226,9693,0,1803,3,301,1176
2016-07-13,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-13,Mail.Ru,0,0,0,0,47,0,8,0,0,5
2016-07-13,MessageLabs,0,0,21,1,41,0,22,0,9,9
2016-07-13,Microsoft Forefront,0,0,0,0,1,0,0,0,0,0
2016-07-13,Microsoft Hosted Exchange,0,0,0,0,3,0,0,0,0,0
2016-07-13,Microsoft Outlook Live,0,1,42,6,675,7,165,0,30,100
2016-07-13,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-13,Orange,0,0,0,0,1,0,0,0,0,0
2016-07-13,Other,57,13,273,1193,2352,33,769,0,165,473
2016-07-13,Postini,0,0,0,0,8,0,0,0,0,0
2016-07-13,Prodigy,0,4,201,78,2040,2,727,0,133,492
2016-07-13,Rackspace,2,0,6,1,48,5,37,0,4,19
2016-07-13,RoadRunner,0,0,28,0,380,0,113,0,17,83
2016-07-13,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-13,US Government,0,0,8,2,39,0,19,0,5,9
2016-07-13,US Military,0,0,0,0,11,0,0,0,0,0
2016-07-13,University,1,0,17,16,285,0,48,0,5,28
2016-07-13,Verizon,0,0,51,2,421,0,120,0,31,75
2016-07-13,WEB.DE,0,0,0,0,2,0,1,0,0,1
2016-07-13,Yahoo,0,26,1681,7046,35483,1,8262,44,1108,5109
2016-07-13,Yandex,0,0,0,0,13,0,0,0,0,0
2016-07-13,ZohoMail,0,0,0,0,1,0,2,0,0,1
2016-07-13,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-13,iCloud,6,1,143,1293,4488,0,1353,0,111,867
2016-07-14,AOL,1,8,333,23,4831,7,1444,5,224,853
2016-07-14,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-14,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-14,Charter,0,0,38,0,194,0,106,0,19,65
2016-07-14,Comcast,0,1,157,3382,1309,2,434,0,97,297
2016-07-14,Cox,0,0,26,29,263,0,65,0,10,39
2016-07-14,Dream Host,0,0,0,0,6,0,0,0,0,0
2016-07-14,Earthlink,0,1,12,4,75,0,26,0,7,17
2016-07-14,Facebook,0,1,0,0,0,0,0,0,0,0
2016-07-14,GMX,0,0,3,0,56,0,16,0,2,11
2016-07-14,Gmail,4,34,661,63,122000,4,2348,0,402,1663
2016-07-14,GoDaddy,0,1,27,5,177,13,104,0,15,55
2016-07-14,Hotmail,0,10,479,839,9849,5,2050,11,301,1306
2016-07-14,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-14,Mail.Ru,0,0,1,0,57,0,16,0,1,14
2016-07-14,MessageLabs,0,0,10,0,47,2,21,0,4,13
2016-07-14,Microsoft Forefront,0,0,0,0,3,0,0,0,0,0
2016-07-14,Microsoft Hosted Exchange,0,0,0,0,2,0,0,0,0,0
2016-07-14,Microsoft Outlook Live,1,1,31,12,746,7,116,0,20,73
2016-07-14,Optus,0,0,0,0,0,0,0,0,0,0
2016-07-14,Orange,0,0,0,0,0,0,0,0,0,0
2016-07-14,Other,40,9,257,923,2504,29,819,0,153,447
2016-07-14,Postini,0,0,0,0,5,0,0,0,0,0
2016-07-14,Prodigy,0,2,203,0,2093,5,656,0,140,431
2016-07-14,Rackspace,4,0,8,0,57,4,44,0,5,20
2016-07-14,RoadRunner,0,1,33,0,371,1,105,0,26,78
2016-07-14,Shaw,0,0,0,0,0,0,0,0,0,0
2016-07-14,US Government,0,0,8,0,46,0,11,0,5,5
2016-07-14,US Military,0,0,0,1,12,0,0,0,0,0
2016-07-14,University,0,0,9,6,278,0,53,0,5,25
2016-07-14,Verizon,0,0,40,0,423,1,127,0,25,86
2016-07-14,WEB.DE,0,0,0,0,2,0,0,0,0,0
2016-07-14,Yahoo,0,26,1790,5518,35643,2,12952,28,1193,5150
2016-07-14,Yandex,0,0,0,0,12,0,2,0,0,2
2016-07-14,ZohoMail,0,0,0,0,2,0,1,0,0,1
2016-07-14,free.fr,0,0,0,0,0,0,0,0,0,0
2016-07-14,iCloud,2,2,122,13,4478,0,1173,0,92,838
2016-07-15,AOL,0,6,274,1461,5215,313,1509,8,192,849
2016-07-15,AT&T,0,0,0,0,0,0,0,0,0,0
2016-07-15,BigPond,0,0,0,0,0,0,0,0,0,0
2016-07-15,Charter,0,0,39,1,191,6,102,0,20,64
2016-07-15,Comcast,0,1,153,3655,1377,59,394,0,97,253
2016-07-15,Cox,0,0,19,93,281,21,71,0,14,50
2016-07-15,Dream Host,0,0,0,0,3,0,0,0,0,0
2016-07-15,Earthlink,0,0,3,7,82,4,17,0,3,15
2016-07-15,Facebook,0,0,0,0,0,0,0,0,0,0
2016-07-15,GMX,0,0,4,0,53,4,7,0,3,4
2016-07-15,Gmail,8,31,614,10419,127041,3451,2487,0,367,1685
2016-07-15,GoDaddy,0,0,21,35,194,14,90,0,11,51
2016-07-15,Hotmail,0,4,490,3286,10688,562,1867,2,310,1208
2016-07-15,Libero,0,0,0,0,0,0,0,0,0,0
2016-07-15,Mail.Ru,0,0,0,0,68,4,5,0,0,5
2016-07-15,MessageLabs,0,0,28,1,55,6,29,0,8,10
2016-07-15,Microsoft Forefront,0,0,0,0,4,0,0,0,0,0
